,fold,layer_size,momentum_value,activation_value,feature_number,score
607,7,100,0.9,logistic,2,0.5488888888888889
608,8,100,0.9,logistic,2,0.5631929046563193
609,9,100,0.9,logistic,2,0.5311111111111111
610,0,100,0.9,logistic,3,0.5920177383592018
611,1,100,0.9,logistic,3,0.5755555555555556
612,2,100,0.9,logistic,3,0.5698447893569845
613,3,100,0.9,logistic,3,0.5866666666666667
614,4,100,0.9,logistic,3,0.5831485587583148
615,5,100,0.9,logistic,3,0.5733333333333334
616,6,100,0.9,logistic,3,0.5543237250554324
617,7,100,0.9,logistic,3,0.5888888888888889
618,8,100,0.9,logistic,3,0.5831485587583148
619,9,100,0.9,logistic,3,0.5955555555555555
620,0,100,0.9,logistic,4,0.614190687361419
621,1,100,0.9,logistic,4,0.6111111111111112
622,2,100,0.9,logistic,4,0.6252771618625277
623,3,100,0.9,logistic,4,0.6
624,4,100,0.9,logistic,4,0.6208425720620843
625,5,100,0.9,logistic,4,0.6222222222222222
626,6,100,0.9,logistic,4,0.6008869179600886
627,7,100,0.9,logistic,4,0.6
628,8,100,0.9,logistic,4,0.6164079822616408
629,9,100,0.9,logistic,4,0.6066666666666667
630,0,100,0.9,logistic,5,0.6252771618625277
631,1,100,0.9,logistic,5,0.6377777777777778
632,2,100,0.9,logistic,5,0.6208425720620843
633,3,100,0.9,logistic,5,0.6555555555555556
634,4,100,0.9,logistic,5,0.6541019955654102
635,5,100,0.9,logistic,5,0.6177777777777778
636,6,100,0.9,logistic,5,0.6430155210643016
637,7,100,0.9,logistic,5,0.6244444444444445
638,8,100,0.9,logistic,5,0.6208425720620843
639,9,100,0.9,logistic,5,0.6488888888888888
640,0,100,0.9,logistic,6,0.6452328159645233
641,1,100,0.9,logistic,6,0.6333333333333333
642,2,100,0.9,logistic,6,0.656319290465632
643,3,100,0.9,logistic,6,0.66
644,4,100,0.9,logistic,6,0.6674057649667405
645,5,100,0.9,logistic,6,0.6066666666666667
646,6,100,0.9,logistic,6,0.6651884700665188
647,7,100,0.9,logistic,6,0.6266666666666667
648,8,100,0.9,logistic,6,0.656319290465632
649,9,100,0.9,logistic,6,0.6355555555555555
650,0,100,0.9,logistic,7,0.656319290465632
651,1,100,0.9,logistic,7,0.6577777777777778
652,2,100,0.9,logistic,7,0.6496674057649667
653,3,100,0.9,logistic,7,0.6822222222222222
654,4,100,0.9,logistic,7,0.6585365853658537
655,5,100,0.9,logistic,7,0.66
656,6,100,0.9,logistic,7,0.6629711751662971
657,7,100,0.9,logistic,7,0.6622222222222223
658,8,100,0.9,logistic,7,0.6873614190687362
659,9,100,0.9,logistic,7,0.6533333333333333
660,0,100,0.9,logistic,8,0.6674057649667405
661,1,100,0.9,logistic,8,0.6755555555555556
662,2,100,0.9,logistic,8,0.6607538802660754
663,3,100,0.9,logistic,8,0.7
664,4,100,0.9,logistic,8,0.6917960088691796
665,5,100,0.9,logistic,8,0.6866666666666666
666,6,100,0.9,logistic,8,0.6829268292682927
667,7,100,0.9,logistic,8,0.6911111111111111
668,8,100,0.9,logistic,8,0.6740576496674058
669,9,100,0.9,logistic,8,0.6733333333333333
670,0,100,0.9,logistic,9,0.7427937915742794
671,1,100,0.9,logistic,9,0.7555555555555555
672,2,100,0.9,logistic,9,0.7583148558758315
673,3,100,0.9,logistic,9,0.74
674,4,100,0.9,logistic,9,0.7450110864745011
675,5,100,0.9,logistic,9,0.7577777777777778
676,6,100,0.9,logistic,9,0.7627494456762749
677,7,100,0.9,logistic,9,0.7111111111111111
678,8,100,0.9,logistic,9,0.753880266075388
679,9,100,0.9,logistic,9,0.7333333333333333
680,0,100,0.9,logistic,10,0.7494456762749445
681,1,100,0.9,logistic,10,0.7533333333333333
682,2,100,0.9,logistic,10,0.7405764966740577
683,3,100,0.9,logistic,10,0.7711111111111111
684,4,100,0.9,logistic,10,0.753880266075388
685,5,100,0.9,logistic,10,0.74
686,6,100,0.9,logistic,10,0.7671840354767184
687,7,100,0.9,logistic,10,0.7422222222222222
688,8,100,0.9,logistic,10,0.7472283813747228
689,9,100,0.9,logistic,10,0.7444444444444445
690,0,100,0.9,logistic,11,0.7516629711751663
691,1,100,0.9,logistic,11,0.7688888888888888
692,2,100,0.9,logistic,11,0.7405764966740577
693,3,100,0.9,logistic,11,0.7622222222222222
694,4,100,0.9,logistic,11,0.738359201773836
695,5,100,0.9,logistic,11,0.76
696,6,100,0.9,logistic,11,0.7427937915742794
697,7,100,0.9,logistic,11,0.7777777777777778
698,8,100,0.9,logistic,11,0.7450110864745011
699,9,100,0.9,logistic,11,0.7755555555555556
700,0,100,0.9,logistic,12,0.7760532150776053
701,1,100,0.9,logistic,12,0.7666666666666667
702,2,100,0.9,logistic,12,0.7694013303769401
703,3,100,0.9,logistic,12,0.7511111111111111
704,4,100,0.9,logistic,12,0.7671840354767184
705,5,100,0.9,logistic,12,0.7711111111111111
706,6,100,0.9,logistic,12,0.7649667405764967
707,7,100,0.9,logistic,12,0.7577777777777778
708,8,100,0.9,logistic,12,0.7804878048780488
709,9,100,0.9,logistic,12,0.7511111111111111
710,0,100,0.9,logistic,13,0.7694013303769401
711,1,100,0.9,logistic,13,0.7977777777777778
712,2,100,0.9,logistic,13,0.7804878048780488
713,3,100,0.9,logistic,13,0.7977777777777778
714,4,100,0.9,logistic,13,0.8070953436807096
715,5,100,0.9,logistic,13,0.7866666666666666
716,6,100,0.9,logistic,13,0.7671840354767184
717,7,100,0.9,logistic,13,0.7955555555555556
718,8,100,0.9,logistic,13,0.7893569844789357
719,9,100,0.9,logistic,13,0.7688888888888888
720,0,100,0.9,logistic,14,0.7982261640798226
721,1,100,0.9,logistic,14,0.7666666666666667
722,2,100,0.9,logistic,14,0.8004434589800443
723,3,100,0.9,logistic,14,0.7866666666666666
724,4,100,0.9,logistic,14,0.7893569844789357
725,5,100,0.9,logistic,14,0.7822222222222223
726,6,100,0.9,logistic,14,0.7760532150776053
727,7,100,0.9,logistic,14,0.7733333333333333
728,8,100,0.9,logistic,14,0.7827050997782705
729,9,100,0.9,logistic,14,0.78
730,0,100,0.9,logistic,15,0.802660753880266
731,1,100,0.9,logistic,15,0.7822222222222223
732,2,100,0.9,logistic,15,0.7583148558758315
733,3,100,0.9,logistic,15,0.7911111111111111
734,4,100,0.9,logistic,15,0.7671840354767184
735,5,100,0.9,logistic,15,0.78
736,6,100,0.9,logistic,15,0.7782705099778271
737,7,100,0.9,logistic,15,0.7888888888888889
738,8,100,0.9,logistic,15,0.7915742793791575
739,9,100,0.9,logistic,15,0.7733333333333333
740,0,100,0.9,logistic,16,0.7960088691796009
741,1,100,0.9,logistic,16,0.8088888888888889
742,2,100,0.9,logistic,16,0.7960088691796009
743,3,100,0.9,logistic,16,0.7822222222222223
744,4,100,0.9,logistic,16,0.7760532150776053
745,5,100,0.9,logistic,16,0.7822222222222223
746,6,100,0.9,logistic,16,0.7760532150776053
747,7,100,0.9,logistic,16,0.8155555555555556
748,8,100,0.9,logistic,16,0.7871396895787139
749,9,100,0.9,logistic,16,0.8022222222222222
750,0,100,0.9,logistic,17,0.8070953436807096
751,1,100,0.9,logistic,17,0.8
752,2,100,0.9,logistic,17,0.7893569844789357
753,3,100,0.9,logistic,17,0.7911111111111111
754,4,100,0.9,logistic,17,0.7915742793791575
755,5,100,0.9,logistic,17,0.7866666666666666
756,6,100,0.9,logistic,17,0.7849223946784922
757,7,100,0.9,logistic,17,0.7822222222222223
758,8,100,0.9,logistic,17,0.7649667405764967
759,9,100,0.9,logistic,17,0.7733333333333333
760,0,100,0.9,logistic,18,0.7738359201773836
761,1,100,0.9,logistic,18,0.8133333333333334
762,2,100,0.9,logistic,18,0.7694013303769401
763,3,100,0.9,logistic,18,0.7933333333333333
764,4,100,0.9,logistic,18,0.7272727272727273
765,5,100,0.9,logistic,18,0.8
766,6,100,0.9,logistic,18,0.7960088691796009
767,7,100,0.9,logistic,18,0.7733333333333333
768,8,100,0.9,logistic,18,0.7849223946784922
769,9,100,0.9,logistic,18,0.7888888888888889
770,0,100,0.9,logistic,19,0.8070953436807096
771,1,100,0.9,logistic,19,0.78
772,2,100,0.9,logistic,19,0.802660753880266
773,3,100,0.9,logistic,19,0.8088888888888889
774,4,100,0.9,logistic,19,0.7893569844789357
775,5,100,0.9,logistic,19,0.78
776,6,100,0.9,logistic,19,0.7671840354767184
777,7,100,0.9,logistic,19,0.7955555555555556
778,8,100,0.9,logistic,19,0.802660753880266
779,9,100,0.9,logistic,19,0.7755555555555556
780,0,100,0.9,logistic,20,0.8004434589800443
781,1,100,0.9,logistic,20,0.7955555555555556
782,2,100,0.9,logistic,20,0.8093126385809313
783,3,100,0.9,logistic,20,0.7666666666666667
784,4,100,0.9,logistic,20,0.7827050997782705
785,5,100,0.9,logistic,20,0.7733333333333333
786,6,100,0.9,logistic,20,0.7760532150776053
787,7,100,0.9,logistic,20,0.7933333333333333
788,8,100,0.9,logistic,20,0.7849223946784922
789,9,100,0.9,logistic,20,0.8133333333333334
790,0,100,0.9,logistic,21,0.7849223946784922
791,1,100,0.9,logistic,21,0.7977777777777778
792,2,100,0.9,logistic,21,0.8048780487804879
793,3,100,0.9,logistic,21,0.7844444444444445
794,4,100,0.9,logistic,21,0.8314855875831486
795,5,100,0.9,logistic,21,0.7977777777777778
796,6,100,0.9,logistic,21,0.7738359201773836
797,7,100,0.9,logistic,21,0.7977777777777778
798,8,100,0.9,logistic,21,0.7893569844789357
799,9,100,0.9,logistic,21,0.7911111111111111
800,0,100,0.9,logistic,22,0.7760532150776053
801,1,100,0.9,logistic,22,0.8066666666666666
802,2,100,0.9,logistic,22,0.8070953436807096
803,3,100,0.9,logistic,22,0.7644444444444445
804,4,100,0.9,logistic,22,0.7915742793791575
805,5,100,0.9,logistic,22,0.82
806,6,100,0.9,logistic,22,0.7738359201773836
807,7,100,0.9,logistic,22,0.7955555555555556
808,8,100,0.9,logistic,22,0.7937915742793792
809,9,100,0.9,logistic,22,0.7911111111111111
810,0,100,0.9,logistic,23,0.7871396895787139
811,1,100,0.9,logistic,23,0.7888888888888889
812,2,100,0.9,logistic,23,0.7960088691796009
813,3,100,0.9,logistic,23,0.7911111111111111
814,4,100,0.9,logistic,23,0.8159645232815964
815,5,100,0.9,logistic,23,0.7844444444444445
816,6,100,0.9,logistic,23,0.7982261640798226
817,7,100,0.9,logistic,23,0.7933333333333333
818,8,100,0.9,logistic,23,0.7937915742793792
819,9,100,0.9,logistic,23,0.8022222222222222
820,0,100,0.9,logistic,24,0.7871396895787139
821,1,100,0.9,logistic,24,0.7933333333333333
822,2,100,0.9,logistic,24,0.7871396895787139
823,3,100,0.9,logistic,24,0.8
824,4,100,0.9,logistic,24,0.8070953436807096
825,5,100,0.9,logistic,24,0.7911111111111111
826,6,100,0.9,logistic,24,0.7937915742793792
827,7,100,0.9,logistic,24,0.7977777777777778
828,8,100,0.9,logistic,24,0.8048780487804879
829,9,100,0.9,logistic,24,0.7822222222222223
830,0,100,0.9,logistic,25,0.7893569844789357
831,1,100,0.9,logistic,25,0.7688888888888888
832,2,100,0.9,logistic,25,0.7782705099778271
833,3,100,0.9,logistic,25,0.7688888888888888
834,4,100,0.9,logistic,25,0.7716186252771619
835,5,100,0.9,logistic,25,0.7888888888888889
836,6,100,0.9,logistic,25,0.7915742793791575
837,7,100,0.9,logistic,25,0.76
838,8,100,0.9,logistic,25,0.7760532150776053
839,9,100,0.9,logistic,25,0.7777777777777778
840,0,100,0.9,logistic,26,0.8137472283813747
841,1,100,0.9,logistic,26,0.7844444444444445
842,2,100,0.9,logistic,26,0.7716186252771619
843,3,100,0.9,logistic,26,0.8311111111111111
844,4,100,0.9,logistic,26,0.7982261640798226
845,5,100,0.9,logistic,26,0.7577777777777778
846,6,100,0.9,logistic,26,0.7915742793791575
847,7,100,0.9,logistic,26,0.8088888888888889
848,8,100,0.9,logistic,26,0.7804878048780488
849,9,100,0.9,logistic,26,0.7822222222222223
850,0,100,0.9,logistic,27,0.8048780487804879
851,1,100,0.9,logistic,27,0.7955555555555556
852,2,100,0.9,logistic,27,0.8159645232815964
853,3,100,0.9,logistic,27,0.7822222222222223
854,4,100,0.9,logistic,27,0.8093126385809313
855,5,100,0.9,logistic,27,0.78
856,6,100,0.9,logistic,27,0.8181818181818182
857,7,100,0.9,logistic,27,0.7622222222222222
858,8,100,0.9,logistic,27,0.7849223946784922
859,9,100,0.9,logistic,27,0.8066666666666666
860,0,100,0.9,logistic,28,0.811529933481153
861,1,100,0.9,logistic,28,0.7955555555555556
862,2,100,0.9,logistic,28,0.7782705099778271
863,3,100,0.9,logistic,28,0.8222222222222222
864,4,100,0.9,logistic,28,0.8070953436807096
865,5,100,0.9,logistic,28,0.7422222222222222
866,6,100,0.9,logistic,28,0.7804878048780488
867,7,100,0.9,logistic,28,0.8133333333333334
868,8,100,0.9,logistic,28,0.7871396895787139
869,9,100,0.9,logistic,28,0.8066666666666666
870,0,100,0.9,logistic,29,0.8004434589800443
871,1,100,0.9,logistic,29,0.8022222222222222
872,2,100,0.9,logistic,29,0.7827050997782705
873,3,100,0.9,logistic,29,0.8088888888888889
874,4,100,0.9,logistic,29,0.8004434589800443
875,5,100,0.9,logistic,29,0.8
876,6,100,0.9,logistic,29,0.7849223946784922
877,7,100,0.9,logistic,29,0.8
878,8,100,0.9,logistic,29,0.802660753880266
879,9,100,0.9,logistic,29,0.7933333333333333
880,0,100,0.9,logistic,30,0.7937915742793792
881,1,100,0.9,logistic,30,0.78
882,2,100,0.9,logistic,30,0.7915742793791575
883,3,100,0.9,logistic,30,0.8066666666666666
884,4,100,0.9,logistic,30,0.8137472283813747
885,5,100,0.9,logistic,30,0.7844444444444445
886,6,100,0.9,logistic,30,0.802660753880266
887,7,100,0.9,logistic,30,0.8044444444444444
888,8,100,0.9,logistic,30,0.7871396895787139
889,9,100,0.9,logistic,30,0.7822222222222223
890,0,100,0.9,logistic,31,0.7937915742793792
891,1,100,0.9,logistic,31,0.76
892,2,100,0.9,logistic,31,0.7760532150776053
893,3,100,0.9,logistic,31,0.7844444444444445
894,4,100,0.9,logistic,31,0.7716186252771619
895,5,100,0.9,logistic,31,0.7911111111111111
896,6,100,0.9,logistic,31,0.7871396895787139
897,7,100,0.9,logistic,31,0.7622222222222222
898,8,100,0.9,logistic,31,0.8048780487804879
899,9,100,0.9,logistic,31,0.7688888888888888
900,0,100,0.9,logistic,32,0.8093126385809313
901,1,100,0.9,logistic,32,0.7666666666666667
902,2,100,0.9,logistic,32,0.7804878048780488
903,3,100,0.9,logistic,32,0.7866666666666666
904,4,100,0.9,logistic,32,0.7716186252771619
905,5,100,0.9,logistic,32,0.7866666666666666
906,6,100,0.9,logistic,32,0.7627494456762749
907,7,100,0.9,logistic,32,0.8088888888888889
908,8,100,0.9,logistic,32,0.7960088691796009
909,9,100,0.9,logistic,32,0.7933333333333333
910,0,100,0.9,logistic,33,0.7982261640798226
911,1,100,0.9,logistic,33,0.7822222222222223
912,2,100,0.9,logistic,33,0.7915742793791575
913,3,100,0.9,logistic,33,0.7755555555555556
914,4,100,0.9,logistic,33,0.7583148558758315
915,5,100,0.9,logistic,33,0.7844444444444445
916,6,100,0.9,logistic,33,0.7760532150776053
917,7,100,0.9,logistic,33,0.7822222222222223
918,8,100,0.9,logistic,33,0.7960088691796009
919,9,100,0.9,logistic,33,0.7955555555555556
920,0,100,0.9,logistic,34,0.7982261640798226
921,1,100,0.9,logistic,34,0.8022222222222222
922,2,100,0.9,logistic,34,0.7760532150776053
923,3,100,0.9,logistic,34,0.7888888888888889
924,4,100,0.9,logistic,34,0.7782705099778271
925,5,100,0.9,logistic,34,0.7977777777777778
926,6,100,0.9,logistic,34,0.7450110864745011
927,7,100,0.9,logistic,34,0.8066666666666666
928,8,100,0.9,logistic,34,0.8004434589800443
929,9,100,0.9,logistic,34,0.7866666666666666
930,0,100,0.9,logistic,35,0.7849223946784922
931,1,100,0.9,logistic,35,0.7911111111111111
932,2,100,0.9,logistic,35,0.8093126385809313
933,3,100,0.9,logistic,35,0.8
934,4,100,0.9,logistic,35,0.7560975609756098
935,5,100,0.9,logistic,35,0.8044444444444444
936,6,100,0.9,logistic,35,0.7960088691796009
937,7,100,0.9,logistic,35,0.7977777777777778
938,8,100,0.9,logistic,35,0.7871396895787139
939,9,100,0.9,logistic,35,0.8044444444444444
940,0,100,0.9,logistic,36,0.7804878048780488
941,1,100,0.9,logistic,36,0.8066666666666666
942,2,100,0.9,logistic,36,0.8070953436807096
943,3,100,0.9,logistic,36,0.8111111111111111
944,4,100,0.9,logistic,36,0.7694013303769401
945,5,100,0.9,logistic,36,0.8066666666666666
946,6,100,0.9,logistic,36,0.8226164079822617
947,7,100,0.9,logistic,36,0.8088888888888889
948,8,100,0.9,logistic,36,0.8137472283813747
949,9,100,0.9,logistic,36,0.8044444444444444
950,0,100,0.9,logistic,37,0.7915742793791575
951,1,100,0.9,logistic,37,0.8177777777777778
952,2,100,0.9,logistic,37,0.8226164079822617
953,3,100,0.9,logistic,37,0.7933333333333333
954,4,100,0.9,logistic,37,0.7804878048780488
955,5,100,0.9,logistic,37,0.7933333333333333
956,6,100,0.9,logistic,37,0.835920177383592
957,7,100,0.9,logistic,37,0.7888888888888889
958,8,100,0.9,logistic,37,0.8203991130820399
959,9,100,0.9,logistic,37,0.7955555555555556
960,0,100,0.9,logistic,38,0.7982261640798226
961,1,100,0.9,logistic,38,0.7911111111111111
962,2,100,0.9,logistic,38,0.8004434589800443
963,3,100,0.9,logistic,38,0.7911111111111111
964,4,100,0.9,logistic,38,0.8004434589800443
965,5,100,0.9,logistic,38,0.8266666666666667
966,6,100,0.9,logistic,38,0.8203991130820399
967,7,100,0.9,logistic,38,0.7977777777777778
968,8,100,0.9,logistic,38,0.802660753880266
969,9,100,0.9,logistic,38,0.7911111111111111
970,0,100,0.9,logistic,39,0.802660753880266
971,1,100,0.9,logistic,39,0.7844444444444445
972,2,100,0.9,logistic,39,0.8226164079822617
973,3,100,0.9,logistic,39,0.8022222222222222
974,4,100,0.9,logistic,39,0.8159645232815964
975,5,100,0.9,logistic,39,0.8177777777777778
976,6,100,0.9,logistic,39,0.8048780487804879
977,7,100,0.9,logistic,39,0.8244444444444444
978,8,100,0.9,logistic,39,0.8314855875831486
979,9,100,0.9,logistic,39,0.8111111111111111
980,0,100,0.9,logistic,40,0.8181818181818182
981,1,100,0.9,logistic,40,0.8088888888888889
982,2,100,0.9,logistic,40,0.8070953436807096
983,3,100,0.9,logistic,40,0.8022222222222222
984,4,100,0.9,logistic,40,0.8137472283813747
985,5,100,0.9,logistic,40,0.8
986,6,100,0.9,logistic,40,0.8137472283813747
987,7,100,0.9,logistic,40,0.8066666666666666
988,8,100,0.9,logistic,40,0.7849223946784922
989,9,100,0.9,logistic,40,0.8133333333333334
990,0,100,0.9,logistic,41,0.802660753880266
991,1,100,0.9,logistic,41,0.8266666666666667
992,2,100,0.9,logistic,41,0.8159645232815964
993,3,100,0.9,logistic,41,0.82
994,4,100,0.9,logistic,41,0.8070953436807096
995,5,100,0.9,logistic,41,0.8311111111111111
996,6,100,0.9,logistic,41,0.8048780487804879
997,7,100,0.9,logistic,41,0.7844444444444445
998,8,100,0.9,logistic,41,0.7982261640798226
999,9,100,0.9,logistic,41,0.7955555555555556
1000,0,100,0.9,logistic,42,0.811529933481153
1001,1,100,0.9,logistic,42,0.7933333333333333
1002,2,100,0.9,logistic,42,0.811529933481153
1003,3,100,0.9,logistic,42,0.7622222222222222
1004,4,100,0.9,logistic,42,0.8093126385809313
1005,5,100,0.9,logistic,42,0.8
1006,6,100,0.9,logistic,42,0.8093126385809313
1007,7,100,0.9,logistic,42,0.7977777777777778
1008,8,100,0.9,logistic,42,0.8181818181818182
1009,9,100,0.9,logistic,42,0.8022222222222222
1010,0,100,0.9,logistic,43,0.7871396895787139
1011,1,100,0.9,logistic,43,0.7977777777777778
1012,2,100,0.9,logistic,43,0.7960088691796009
1013,3,100,0.9,logistic,43,0.8044444444444444
1014,4,100,0.9,logistic,43,0.8181818181818182
1015,5,100,0.9,logistic,43,0.8066666666666666
1016,6,100,0.9,logistic,43,0.802660753880266
1017,7,100,0.9,logistic,43,0.8044444444444444
1018,8,100,0.9,logistic,43,0.7760532150776053
1019,9,100,0.9,logistic,43,0.7933333333333333
1020,0,100,0.9,logistic,44,0.8048780487804879
1021,1,100,0.9,logistic,44,0.8
1022,2,100,0.9,logistic,44,0.8270509977827051
1023,3,100,0.9,logistic,44,0.8044444444444444
1024,4,100,0.9,logistic,44,0.7937915742793792
1025,5,100,0.9,logistic,44,0.8222222222222222
1026,6,100,0.9,logistic,44,0.8093126385809313
1027,7,100,0.9,logistic,44,0.7933333333333333
1028,8,100,0.9,logistic,44,0.7937915742793792
1029,9,100,0.9,logistic,44,0.8266666666666667
1030,0,100,0.9,logistic,45,0.8203991130820399
1031,1,100,0.9,logistic,45,0.8088888888888889
1032,2,100,0.9,logistic,45,0.8337028824833703
1033,3,100,0.9,logistic,45,0.8088888888888889
1034,4,100,0.9,logistic,45,0.7915742793791575
1035,5,100,0.9,logistic,45,0.8022222222222222
1036,6,100,0.9,logistic,45,0.7849223946784922
1037,7,100,0.9,logistic,45,0.8244444444444444
1038,8,100,0.9,logistic,45,0.8004434589800443
1039,9,100,0.9,logistic,45,0.8177777777777778
1040,0,100,0.9,logistic,46,0.8137472283813747
1041,1,100,0.9,logistic,46,0.7977777777777778
1042,2,100,0.9,logistic,46,0.802660753880266
1043,3,100,0.9,logistic,46,0.8177777777777778
1044,4,100,0.9,logistic,46,0.7893569844789357
1045,5,100,0.9,logistic,46,0.8044444444444444
1046,6,100,0.9,logistic,46,0.8137472283813747
1047,7,100,0.9,logistic,46,0.8333333333333334
1048,8,100,0.9,logistic,46,0.8159645232815964
1049,9,100,0.9,logistic,46,0.8244444444444444
1050,0,100,0.9,logistic,47,0.8226164079822617
1051,1,100,0.9,logistic,47,0.8288888888888889
1052,2,100,0.9,logistic,47,0.8159645232815964
1053,3,100,0.9,logistic,47,0.8311111111111111
1054,4,100,0.9,logistic,47,0.8337028824833703
1055,5,100,0.9,logistic,47,0.8288888888888889
1056,6,100,0.9,logistic,47,0.8226164079822617
1057,7,100,0.9,logistic,47,0.8111111111111111
1058,8,100,0.9,logistic,47,0.8226164079822617
1059,9,100,0.9,logistic,47,0.8222222222222222
1060,0,100,0.9,logistic,48,0.8381374722838137
1061,1,100,0.9,logistic,48,0.8022222222222222
1062,2,100,0.9,logistic,48,0.8470066518847007
1063,3,100,0.9,logistic,48,0.8266666666666667
1064,4,100,0.9,logistic,48,0.835920177383592
1065,5,100,0.9,logistic,48,0.8355555555555556
1066,6,100,0.9,logistic,48,0.8470066518847007
1067,7,100,0.9,logistic,48,0.82
1068,8,100,0.9,logistic,48,0.8270509977827051
1069,9,100,0.9,logistic,48,0.8066666666666666
1070,0,100,0.9,logistic,49,0.8226164079822617
1071,1,100,0.9,logistic,49,0.8222222222222222
1072,2,100,0.9,logistic,49,0.8159645232815964
1073,3,100,0.9,logistic,49,0.8133333333333334
1074,4,100,0.9,logistic,49,0.8093126385809313
1075,5,100,0.9,logistic,49,0.82
1076,6,100,0.9,logistic,49,0.8492239467849224
1077,7,100,0.9,logistic,49,0.8088888888888889
1078,8,100,0.9,logistic,49,0.8270509977827051
1079,9,100,0.9,logistic,49,0.8422222222222222
1080,0,100,0.9,logistic,50,0.8137472283813747
1081,1,100,0.9,logistic,50,0.8333333333333334
1082,2,100,0.9,logistic,50,0.7937915742793792
1083,3,100,0.9,logistic,50,0.82
1084,4,100,0.9,logistic,50,0.802660753880266
1085,5,100,0.9,logistic,50,0.8311111111111111
1086,6,100,0.9,logistic,50,0.8292682926829268
1087,7,100,0.9,logistic,50,0.8088888888888889
1088,8,100,0.9,logistic,50,0.8536585365853658
1089,9,100,0.9,logistic,50,0.8111111111111111
1090,0,100,0.9,logistic,51,0.8314855875831486
1091,1,100,0.9,logistic,51,0.7911111111111111
1092,2,100,0.9,logistic,51,0.8226164079822617
1093,3,100,0.9,logistic,51,0.7977777777777778
1094,4,100,0.9,logistic,51,0.8314855875831486
1095,5,100,0.9,logistic,51,0.8266666666666667
1096,6,100,0.9,logistic,51,0.8337028824833703
1097,7,100,0.9,logistic,51,0.8111111111111111
1098,8,100,0.9,logistic,51,0.8159645232815964
1099,9,100,0.9,logistic,51,0.8422222222222222
1100,0,100,0.9,logistic,52,0.8181818181818182
1101,1,100,0.9,logistic,52,0.8022222222222222
1102,2,100,0.9,logistic,52,0.8248337028824834
1103,3,100,0.9,logistic,52,0.8133333333333334
1104,4,100,0.9,logistic,52,0.8137472283813747
1105,5,100,0.9,logistic,52,0.8022222222222222
1106,6,100,0.9,logistic,52,0.8292682926829268
1107,7,100,0.9,logistic,52,0.84
1108,8,100,0.9,logistic,52,0.8314855875831486
1109,9,100,0.9,logistic,52,0.8355555555555556
1110,0,100,0.9,logistic,53,0.8203991130820399
1111,1,100,0.9,logistic,53,0.8177777777777778
1112,2,100,0.9,logistic,53,0.8270509977827051
1113,3,100,0.9,logistic,53,0.8244444444444444
1114,4,100,0.9,logistic,53,0.8093126385809313
1115,5,100,0.9,logistic,53,0.8288888888888889
1116,6,100,0.9,logistic,53,0.8470066518847007
1117,7,100,0.9,logistic,53,0.8311111111111111
1118,8,100,0.9,logistic,53,0.8248337028824834
1119,9,100,0.9,logistic,53,0.84
1120,0,100,0.9,logistic,54,0.8292682926829268
1121,1,100,0.9,logistic,54,0.84
1122,2,100,0.9,logistic,54,0.8226164079822617
1123,3,100,0.9,logistic,54,0.8244444444444444
1124,4,100,0.9,logistic,54,0.8181818181818182
1125,5,100,0.9,logistic,54,0.84
1126,6,100,0.9,logistic,54,0.8248337028824834
1127,7,100,0.9,logistic,54,0.8555555555555555
1128,8,100,0.9,logistic,54,0.8314855875831486
1129,9,100,0.9,logistic,54,0.8288888888888889
1130,0,100,0.9,logistic,55,0.8403547671840355
1131,1,100,0.9,logistic,55,0.8177777777777778
1132,2,100,0.9,logistic,55,0.8625277161862528
1133,3,100,0.9,logistic,55,0.8333333333333334
1134,4,100,0.9,logistic,55,0.8337028824833703
1135,5,100,0.9,logistic,55,0.8311111111111111
1136,6,100,0.9,logistic,55,0.8226164079822617
1137,7,100,0.9,logistic,55,0.8044444444444444
1138,8,100,0.9,logistic,55,0.8337028824833703
1139,9,100,0.9,logistic,55,0.8155555555555556
1140,0,100,0.9,logistic,56,0.8226164079822617
1141,1,100,0.9,logistic,56,0.8244444444444444
1142,2,100,0.9,logistic,56,0.8492239467849224
1143,3,100,0.9,logistic,56,0.8422222222222222
1144,4,100,0.9,logistic,56,0.8403547671840355
1145,5,100,0.9,logistic,56,0.8466666666666667
1146,6,100,0.9,logistic,56,0.8558758314855875
1147,7,100,0.9,logistic,56,0.8355555555555556
1148,8,100,0.9,logistic,56,0.8270509977827051
1149,9,100,0.9,logistic,56,0.8622222222222222
1150,0,100,0.9,logistic,57,0.8337028824833703
1151,1,100,0.9,logistic,57,0.8155555555555556
1152,2,100,0.9,logistic,57,0.8381374722838137
1153,3,100,0.9,logistic,57,0.8355555555555556
1154,4,100,0.9,logistic,57,0.8181818181818182
1155,5,100,0.9,logistic,57,0.8422222222222222
1156,6,100,0.9,logistic,57,0.8137472283813747
1157,7,100,0.9,logistic,57,0.8222222222222222
1158,8,100,0.9,logistic,57,0.835920177383592
1159,9,100,0.9,logistic,57,0.8266666666666667
1160,0,100,0.9,logistic,58,0.8425720620842572
1161,1,100,0.9,logistic,58,0.8688888888888889
1162,2,100,0.9,logistic,58,0.8270509977827051
1163,3,100,0.9,logistic,58,0.8444444444444444
1164,4,100,0.9,logistic,58,0.8270509977827051
1165,5,100,0.9,logistic,58,0.8177777777777778
1166,6,100,0.9,logistic,58,0.8292682926829268
