54,304.2383415262076
52,237.1648804321873
50,229.1630583463452
55,205.42935717451584
56,180.804061564001
36,146.51878907634088
58,132.5975024570112
57,114.26610804429109
7,95.74172869049157
18,91.65867906992545
3,90.96913482533438
51,90.55028180371535
39,89.64776702401733
59,87.1683251250755
46,83.79676482536513
11,74.78639771280125
44,74.17281192058496
22,71.70986661654977
13,55.570766312046885
24,55.24325364942265
53,52.26421799512357
47,51.22977648382858
26,49.76171754347122
23,47.42425496047311
43,47.259161428399445
20,45.892717381195915
48,42.715541223433
31,40.13027034467477
14,36.696959892131275
19,36.52637201118763
40,36.46644863639285
35,33.262064995610395
16,32.035688604039834
32,31.708281869132154
8,29.32152645543873
38,28.477376821162547
37,28.431002958232597
41,27.43164708054302
4,27.195996035048832
27,25.618434529749067
9,23.389857382945923
33,23.2207000790054
42,23.048030231811538
21,21.650031758630696
34,21.322294604042114
49,19.175441345054836
12,18.85614492671489
25,18.41965656194969
6,15.66779841643123
29,11.759018883938499
17,9.74430416627045
5,9.729469634515334
1,7.976829158559928
2,6.93685877292184
45,6.834189106429598
15,5.30595360847288
28,5.232550147694208
10,4.909089431709753
30,2.490267017471061
